user_id,date,hours_watched,content_type,platform
U0008,2023-06-29,2.7,Movies,TV
U0008,2023-05-30,4.6,Series,TV
U0009,2023-03-04,3.1,Series,Web
U0009,2023-03-18,2.4,Movies,Mobile
U0009,2023-04-10,2.0,Series,TV
U0009,2023-05-31,4.1,Series,Mobile
U0009,2023-03-11,2.1,Series,TV
U0009,2023-04-06,4.1,Series,Mobile
U0009,2023-06-11,3.3,Series,Mobile
U0009,2023-03-31,3.0,Series,TV
U0009,2023-03-09,4.3,Movies,Mobile
U0009,2023-04-16,2.5,Movies,Mobile
U0010,2023-06-09,2.3,Series,Web
U0010,2023-08-03,2.2,Movies,Mobile
U0010,2023-07-26,3.9,Series,Mobile
U0010,2023-08-15,3.3,Movies,TV
U0010,2023-06-04,1.3,Movies,TV
U0010,2023-08-28,1.5,Series,Mobile
U0010,2023-06-10,1.4,Series,Web
U0010,2023-07-25,2.7,Movies,TV
U0010,2023-06-29,2.2,Series,Web
U0010,2023-07-21,4.9,Movies,Mobile
U0011,2023-02-10,4.8,Series,Mobile
U0011,2023-01-29,4.1,Series,TV
U0011,2023-03-05,4.5,Movies,Web
U0011,2023-02-28,2.9,Movies,TV
U0011,2023-04-03,1.6,Series,TV
U0011,2023-04-23,3.5,Series,Mobile
U0011,2023-02-05,1.4,Series,TV
U0011,2023-04-25,0.7,Series,Web
U0011,2023-05-01,4.9,Series,Web
U0011,2023-04-04,2.0,Movies,Mobile
U0012,2023-10-02,4.3,Movies,Web
U0012,2023-07-15,1.2,Movies,Web
U0012,2023-09-10,4.7,Movies,Web
U0012,2023-09-06,3.8,Movies,Web
U0012,2023-09-17,4.3,Series,Mobile
U0012,2023-09-29,3.1,Movies,Mobile
U0012,2023-08-16,4.7,Series,Web
U0012,2023-10-31,0.8,Movies,Mobile
U0012,2023-09-15,1.3,Movies,Mobile
U0012,2023-07-31,2.0,Movies,Mobile
U0013,2023-05-06,3.2,Movies,Web
U0013,2023-02-28,1.4,Series,Web
U0013,2023-04-14,4.3,Movies,TV
U0013,2023-01-14,1.4,Series,Mobile
U0013,2023-03-02,0.9,Series,TV
U0013,2023-02-25,2.1,Series,Mobile
U0013,2023-03-18,1.3,Series,Mobile
U0013,2023-03-13,4.2,Movies,Mobile
U0013,2023-03-18,3.7,Movies,TV
U0013,2023-02-14,1.0,Movies,TV
U0014,2023-01-17,1.4,Movies,Web
U0014,2023-01-31,2.8,Movies,TV
U0014,2023-03-27,1.9,Movies,Mobile
U0014,2023-01-25,3.7,Series,Mobile
U0014,2023-04-30,3.5,Series,Web
U0014,2023-02-18,1.9,Series,Web
U0014,2023-05-13,3.7,Movies,Mobile
U0014,2023-01-26,1.4,Series,Web
U0014,2023-05-13,1.7,Series,Mobile
U0014,2023-02-24,4.2,Series,Web
U0015,2023-04-28,1.0,Movies,Mobile
U0015,2023-06-12,4.2,Series,Mobile
U0015,2023-04-12,3.0,Series,TV
U0015,2023-04-15,1.3,Series,TV
U0015,2023-07-18,2.2,Series,Mobile
U0015,2023-07-06,4.5,Series,TV
U0015,2023-07-02,3.8,Movies,Web
U0015,2023-04-13,1.0,Movies,Mobile
U0015,2023-06-24,3.2,Series,Mobile
U0015,2023-04-19,2.0,Movies,Web
U0016,2023-08-24,3.3,Movies,Mobile
U0016,2023-08-25,2.7,Movies,Web
U0016,2023-08-21,1.8,Movies,Web
U0016,2023-10-05,3.8,Series,Web
U0016,2023-11-06,4.1,Movies,TV
U0016,2023-08-21,4.0,Movies,TV
U0016,2023-11-27,2.5,Movies,Web
U0016,2023-08-27,4.4,Series,Web
U0016,2023-12-05,1.7,Movies,Web
U0016,2023-09-03,1.1,Movies,TV
U0017,2023-12-31,2.2,Series,Web
U0017,2023-10-13,2.0,Movies,Web
U0017,2023-11-11,4.3,Series,Mobile
U0017,2023-12-04,2.6,Series,Web
U0017,2023-11-17,4.3,Series,Mobile
U0017,2023-12-05,0.6,Series,TV
U0017,2023-10-21,3.3,Movies,TV
U0017,2023-11-11,2.7,Movies,TV
U0017,2023-10-14,3.5,Movies,Web
U0017,2023-10-25,2.8,Movies,Web
U0018,2023-07-16,1.8,Movies,Mobile
U0018,2023-05-31,2.7,Movies,Web
U0018,2023-06-20,4.0,Movies,Web
U0018,2023-07-23,1.0,Movies,TV
U0018,2023-07-27,4.3,Series,Mobile
U0018,2023-06-03,1.4,Movies,TV
U0018,2023-08-10,4.2,Movies,TV
U0018,2023-06-03,0.8,Movies,Mobile
U0018,2023-05-18,2.6,Series,Web
U0018,2023-05-15,0.7,Movies,Mobile
U0019,2023-03-28,1.0,Movies,Mobile
U0019,2023-03-05,3.0,Series,TV
U0019,2023-02-02,4.3,Movies,Web
U0019,2023-01-18,1.0,Series,Mobile
U0019,2023-04-11,0.7,Movies,TV
U0019,2023-02-04,4.4,Series,TV
U0019,2023-04-28,3.4,Movies,Web
U0019,2023-03-29,3.3,Movies,TV
U0019,2023-01-30,2.2,Series,Mobile
U0019,2023-01-10,2.3,Movies,Mobile
U0020,2023-11-27,4.9,Series,Web
U0020,2023-10-28,2.8,Series,Mobile
U0020,2023-10-05,3.7,Movies,Web
U0020,2023-11-29,4.3,Movies,Web
U0020,2023-12-13,2.6,Series,TV
U0020,2023-10-11,1.4,Movies,Web
U0020,2023-11-15,1.3,Movies,Mobile
U0020,2023-10-04,4.7,Movies,TV
U0020,2023-11-14,1.0,Movies,TV
U0020,2023-10-10,4.6,Series,TV
U0021,2023-07-31,1.2,Movies,Mobile
U0021,2023-09-18,1.6,Series,Mobile
U0021,2023-08-24,1.5,Series,Mobile
U0021,2023-11-07,3.0,Series,TV
U0021,2023-10-10,4.6,Series,Mobile
U0021,2023-11-11,4.8,Series,Mobile
U0021,2023-10-11,4.4,Movies,TV
U0021,2023-10-10,0.9,Movies,Mobile
U0021,2023-11-04,2.3,Movies,Mobile
U0021,2023-10-24,3.1,Series,Web
U0022,2023-05-05,0.7,Series,Mobile
U0022,2023-06-18,4.1,Series,TV
U0022,2023-05-04,4.5,Movies,TV
U0022,2023-04-24,1.4,Movies,Mobile
U0022,2023-06-10,3.3,Series,Mobile
U0022,2023-06-11,1.9,Series,Web
U0022,2023-05-04,1.4,Movies,TV
U0022,2023-04-26,3.9,Movies,Mobile
U0022,2023-05-21,1.8,Series,Mobile
U0022,2023-05-04,1.3,Series,Web
U0023,2023-10-11,2.2,Series,Mobile
U0023,2023-07-22,1.5,Movies,Web
U0023,2023-08-13,4.7,Series,TV
U0023,2023-08-10,2.0,Movies,Web
U0023,2023-11-07,1.6,Movies,TV
U0023,2023-11-08,4.9,Movies,Web
U0023,2023-08-27,1.4,Movies,TV
U0023,2023-08-03,2.0,Series,Web
U0023,2023-09-24,4.3,Movies,Mobile
U0023,2023-08-18,0.6,Movies,Web
U0024,2023-02-05,0.5,Movies,TV
U0024,2023-04-11,4.2,Movies,Web
U0024,2023-05-03,0.7,Series,TV
U0024,2023-01-20,2.9,Series,Web
U0024,2023-03-06,3.4,Series,Mobile
U0024,2023-02-08,4.2,Movies,TV
U0024,2023-03-21,4.9,Movies,Web
U0024,2023-04-19,3.9,Movies,Web
U0024,2023-04-27,2.7,Series,Web
U0024,2023-03-10,2.1,Series,TV
U0025,2023-08-17,2.4,Series,TV
U0025,2023-08-28,2.0,Series,TV
U0025,2023-08-31,3.3,Movies,TV
U0025,2023-10-15,4.7,Movies,Mobile
U0025,2023-09-18,0.6,Movies,Web
U0025,2023-07-21,3.8,Series,TV
U0025,2023-07-11,2.3,Series,Web
U0025,2023-08-29,1.8,Series,Web
U0025,2023-07-18,4.8,Series,TV
U0025,2023-10-09,3.4,Series,Web
U0026,2023-06-27,2.3,Series,Web
U0026,2023-09-08,4.1,Series,TV
U0026,2023-08-08,3.4,Movies,Mobile
U0026,2023-07-25,1.3,Movies,Mobile
U0026,2023-07-07,2.9,Series,Mobile
U0026,2023-09-29,1.7,Movies,Web
U0026,2023-08-19,2.3,Series,Mobile
U0026,2023-07-13,1.1,Series,Mobile
U0026,2023-07-22,3.8,Series,Mobile
U0026,2023-07-14,4.7,Movies,TV
U0027,2024-01-29,1.8,Series,Web
U0027,2024-01-19,2.2,Movies,TV
U0027,2024-01-09,2.1,Series,Mobile
U0027,2024-01-25,4.8,Movies,TV
U0027,2024-01-01,3.1,Movies,Web
U0027,2023-11-16,3.5,Series,Mobile
U0027,2024-01-03,3.2,Series,Mobile
U0027,2023-11-12,4.1,Series,TV
U0027,2023-10-09,3.7,Series,Mobile
U0027,2023-12-17,3.1,Movies,Web
U0028,2023-09-14,0.5,Movies,TV
U0028,2023-09-15,1.1,Series,Web
U0028,2023-09-22,2.8,Series,TV
U0028,2023-10-08,4.9,Series,TV
U0028,2023-08-09,2.8,Movies,TV
U0028,2023-08-13,4.6,Series,TV
U0028,2023-09-17,3.1,Movies,Mobile
U0028,2023-10-08,3.7,Series,Mobile
U0028,2023-07-16,2.6,Movies,TV
U0028,2023-08-22,1.8,Movies,Web
U0029,2023-06-12,4.9,Series,Mobile
U0029,2023-08-07,3.6,Series,TV
U0029,2023-09-04,4.4,Movies,Web
U0029,2023-09-09,2.4,Movies,Mobile
U0029,2023-07-28,3.0,Movies,Web
U0029,2023-07-08,3.8,Series,TV
U0029,2023-06-26,1.4,Series,Web
U0029,2023-08-08,1.2,Movies,Web
U0029,2023-08-05,0.7,Movies,Mobile
U0029,2023-06-10,1.9,Movies,Web
U0030,2023-02-14,1.8,Movies,Web
U0030,2023-05-18,4.3,Series,TV
U0030,2023-02-12,1.9,Movies,TV
U0030,2023-02-11,1.3,Series,Web
U0030,2023-03-01,1.8,Movies,Mobile
U0030,2023-03-17,4.9,Series,TV
U0030,2023-03-09,1.5,Movies,TV
U0030,2023-03-09,0.8,Movies,Web
U0030,2023-02-27,4.2,Movies,Web
U0030,2023-03-20,4.9,Movies,Web
U0031,2023-02-27,1.3,Movies,TV
U0031,2023-03-27,2.5,Movies,Mobile
U0031,2023-01-27,3.7,Movies,Web
U0031,2023-03-18,3.7,Series,Web
U0031,2023-02-07,0.9,Movies,Mobile
U0031,2023-04-19,4.8,Series,Mobile
U0031,2023-04-05,1.3,Series,Web
U0031,2023-04-12,0.9,Series,TV
U0031,2023-02-03,4.0,Series,TV
U0031,2023-03-15,1.3,Movies,Mobile
U0032,2023-08-29,3.2,Series,Mobile
U0032,2023-08-15,2.6,Movies,TV
U0032,2023-07-27,4.0,Series,Web
U0032,2023-08-10,1.0,Series,TV
U0032,2023-11-05,4.5,Movies,TV
U0032,2023-10-09,4.1,Movies,Mobile
U0032,2023-08-13,2.6,Movies,Web
U0032,2023-07-18,2.8,Movies,Web
U0032,2023-09-03,4.5,Series,Web
U0032,2023-09-04,2.7,Series,TV
U0033,2023-08-08,4.8,Movies,Web
U0033,2023-08-15,0.7,Movies,Mobile
U0033,2023-08-30,1.8,Series,Mobile
U0033,2023-06-17,1.7,Series,TV
U0033,2023-06-10,3.1,Series,Web
U0033,2023-07-29,4.8,Movies,Mobile
U0033,2023-06-08,2.3,Movies,TV
U0033,2023-07-24,3.1,Movies,Mobile
U0033,2023-07-01,3.1,Series,Web
U0033,2023-09-02,2.5,Movies,TV
U0034,2023-03-08,2.5,Series,Web
U0034,2023-05-24,0.8,Series,Mobile
U0034,2023-05-06,1.9,Series,Web
U0034,2023-05-31,4.4,Movies,Mobile
U0034,2023-04-08,4.8,Movies,Mobile
U0034,2023-05-09,2.3,Series,Web
U0034,2023-06-08,3.1,Movies,Web
U0034,2023-05-09,4.1,Movies,Mobile
U0034,2023-04-18,4.7,Series,Mobile
U0034,2023-06-11,0.9,Series,Web
U0035,2023-11-21,4.7,Series,Mobile
U0035,2023-12-22,0.6,Series,Web
U0035,2023-11-26,2.9,Series,Mobile
U0035,2023-12-11,3.6,Series,Web
U0035,2023-10-27,1.5,Movies,Mobile
U0035,2023-12-31,1.8,Series,Web
U0035,2023-12-20,2.9,Series,Mobile
U0035,2023-11-15,0.9,Movies,Mobile
U0035,2023-10-14,4.9,Series,Mobile
U0035,2023-12-18,0.8,Series,TV
U0036,2023-08-06,1.7,Movies,Mobile
U0036,2023-06-18,3.6,Movies,TV
U0036,2023-06-12,0.9,Movies,Mobile
U0036,2023-08-16,3.3,Series,Web
U0036,2023-06-11,4.3,Movies,Mobile
U0036,2023-08-08,1.3,Series,Mobile
U0036,2023-08-14,4.5,Series,TV
U0036,2023-06-26,2.4,Movies,Mobile
U0036,2023-06-09,0.6,Series,Web
U0036,2023-07-24,4.1,Series,Web
U0037,2023-06-26,4.1,Series,Web
U0037,2023-07-19,4.1,Movies,TV
U0037,2023-06-05,1.3,Movies,Mobile
U0037,2023-07-19,2.8,Movies,Web
U0037,2023-05-18,1.1,Movies,Web
U0037,2023-07-06,3.4,Movies,TV
U0037,2023-06-26,2.5,Movies,TV
U0037,2023-05-17,0.9,Series,TV
U0037,2023-07-02,4.4,Movies,TV
U0037,2023-05-10,4.4,Movies,Web
U0038,2023-09-17,4.4,Movies,Web
U0038,2023-08-20,4.7,Movies,Mobile
U0038,2023-07-31,2.2,Movies,TV
U0038,2023-07-15,1.1,Series,Mobile
U0038,2023-08-25,2.3,Series,Web
U0038,2023-09-08,1.6,Movies,Mobile
U0038,2023-08-17,4.8,Series,Web
U0038,2023-07-02,2.8,Movies,Mobile
U0038,2023-07-27,4.5,Series,TV
U0038,2023-09-19,2.0,Series,TV
U0039,2023-03-24,1.9,Series,Web
U0039,2023-06-11,1.3,Series,TV
U0039,2023-03-27,1.7,Series,Web
U0039,2023-03-16,1.5,Movies,TV
U0039,2023-04-20,0.7,Movies,Mobile
U0039,2023-05-23,1.1,Series,Mobile
U0039,2023-03-03,1.9,Movies,TV
U0039,2023-03-08,4.8,Movies,Web
U0039,2023-06-12,1.4,Series,Mobile
U0039,2023-06-06,3.9,Series,Web
U0040,2023-06-21,4.0,Movies,TV
U0040,2023-08-21,3.1,Series,Mobile
U0040,2023-06-20,1.6,Movies,Mobile
U0040,2023-08-04,0.5,Movies,TV
U0040,2023-09-26,3.2,Movies,Mobile
U0040,2023-09-30,2.7,Movies,TV
U0040,2023-07-07,0.8,Movies,Mobile
U0040,2023-09-13,4.9,Movies,Mobile
U0040,2023-07-24,1.4,Series,Mobile
U0040,2023-07-17,3.6,Movies,Mobile
U0041,2023-08-17,4.3,Series,Web
U0041,2023-09-30,1.9,Series,TV
U0041,2023-06-11,1.1,Movies,Web
U0041,2023-08-21,1.0,Movies,Web
U0041,2023-08-23,2.7,Series,TV
U0041,2023-06-25,3.3,Series,Mobile
U0041,2023-10-06,4.4,Series,TV
U0041,2023-06-18,1.8,Movies,Mobile
U0041,2023-06-25,1.7,Movies,TV
U0041,2023-08-30,2.4,Movies,Web
U0042,2023-07-03,0.5,Movies,Mobile
U0042,2023-07-06,2.2,Series,Web
U0042,2023-05-14,4.4,Series,Web
U0042,2023-05-14,4.8,Series,Mobile
U0042,2023-04-23,2.5,Movies,Mobile
U0042,2023-07-30,0.8,Movies,TV
U0042,2023-06-13,2.1,Series,Web
U0042,2023-06-15,2.8,Series,Web
U0042,2023-05-30,0.9,Movies,TV
U0042,2023-06-05,4.3,Series,Web
U0043,2023-06-12,3.4,Series,TV
U0043,2023-06-21,1.9,Series,Mobile
U0043,2023-08-23,3.4,Series,TV
U0043,2023-05-18,0.5,Movies,TV
U0043,2023-07-07,1.5,Series,Mobile
U0043,2023-08-16,3.6,Movies,Web
U0043,2023-08-14,2.5,Movies,TV
U0043,2023-08-31,4.2,Series,TV
U0043,2023-08-23,4.2,Movies,Mobile
U0043,2023-05-28,3.8,Series,Mobile
U0044,2023-11-30,4.9,Movies,Mobile
U0044,2023-09-29,1.0,Series,Mobile
U0044,2023-12-06,3.2,Series,TV
U0044,2023-12-17,2.6,Series,Mobile
U0044,2023-10-15,3.9,Movies,Web
U0044,2023-11-07,3.1,Movies,Mobile
U0044,2023-09-23,2.6,Series,Mobile
U0044,2023-08-24,2.8,Series,Web
U0044,2023-10-29,1.3,Series,Mobile
U0044,2023-08-29,3.3,Movies,Web
U0045,2023-09-10,2.5,Movies,Web
U0045,2023-09-07,1.5,Series,TV
U0045,2023-10-17,1.8,Movies,TV
U0045,2023-10-16,1.3,Movies,Mobile
U0045,2023-09-08,3.4,Movies,TV
U0045,2023-11-13,1.7,Series,TV
U0045,2023-09-01,3.0,Series,Web
U0045,2023-09-15,4.7,Movies,Web
U0045,2023-08-18,1.2,Series,TV
U0045,2023-08-30,1.0,Movies,Mobile
U0046,2023-05-17,1.9,Movies,Web
U0046,2023-06-02,3.3,Movies,TV
U0046,2023-05-26,3.4,Movies,TV
U0046,2023-06-09,2.7,Series,Mobile
U0046,2023-04-26,3.4,Movies,Web
U0046,2023-03-30,4.1,Movies,Mobile
U0046,2023-03-13,0.7,Movies,TV
U0046,2023-04-15,0.9,Movies,TV
U0046,2023-04-14,2.5,Series,Web
U0046,2023-06-11,1.8,Movies,TV
U0047,2023-10-17,2.4,Series,TV
U0047,2023-10-19,4.1,Series,TV
U0047,2023-12-11,1.0,Series,Web
U0047,2023-12-16,1.2,Movies,Mobile
U0047,2023-10-03,2.9,Series,TV
U0047,2023-09-18,2.6,Series,Web
U0047,2023-11-03,4.6,Movies,Web
U0047,2023-12-06,4.4,Series,Mobile
U0047,2023-10-20,3.8,Series,Web
U0047,2023-11-05,0.8,Movies,Mobile
U0048,2023-03-04,3.3,Movies,Mobile
U0048,2023-01-31,1.7,Movies,TV
U0048,2023-02-16,4.5,Series,Mobile
U0048,2023-03-05,2.2,Series,TV
U0048,2023-04-02,4.2,Series,Mobile
U0048,2023-02-27,4.3,Series,Mobile
U0048,2023-01-31,2.8,Series,TV
U0048,2023-01-24,3.8,Series,Mobile
U0048,2023-04-08,4.4,Series,Mobile
U0048,2023-02-25,2.5,Movies,Mobile
U0049,2023-10-09,4.1,Series,Mobile
U0049,2023-11-04,4.7,Series,TV
U0049,2024-01-11,5.0,Movies,TV
U0049,2023-12-20,3.8,Series,Web
U0049,2023-10-27,2.3,Series,TV
U0049,2024-01-16,4.9,Series,TV
U0049,2024-01-05,0.9,Movies,TV
U0049,2024-01-25,3.4,Movies,Web
U0049,2023-12-10,2.8,Movies,Web
U0049,2023-11-10,3.4,Movies,Mobile
U0050,2023-07-15,4.0,Series,Mobile
U0050,2023-05-16,2.5,Movies,Web
U0050,2023-06-09,1.5,Series,Mobile
U0050,2023-04-05,4.2,Movies,Web
U0050,2023-07-20,3.2,Movies,TV
U0050,2023-06-16,0.7,Movies,Mobile
U0050,2023-04-05,2.6,Movies,Mobile
U0050,2023-07-14,4.7,Movies,TV
U0050,2023-04-13,1.7,Movies,Mobile
U0050,2023-05-09,2.9,Movies,Web
U0051,2024-01-14,4.9,Movies,Mobile
U0051,2023-11-13,4.9,Series,TV
U0051,2023-09-30,2.1,Movies,TV
U0051,2023-11-25,3.9,Series,TV
U0051,2023-12-24,3.7,Movies,Web
U0051,2024-01-11,0.8,Movies,TV
U0051,2023-09-30,1.1,Series,TV
U0051,2023-10-11,0.7,Movies,Web
U0051,2023-11-01,1.1,Movies,Mobile
U0051,2023-11-11,4.5,Series,Mobile
U0052,2023-11-12,4.9,Series,Mobile
U0052,2023-10-30,0.8,Series,Web
U0052,2023-09-07,3.8,Movies,Mobile
U0052,2023-10-13,1.6,Movies,TV
U0052,2023-10-25,4.3,Series,Mobile
U0052,2023-07-26,2.1,Movies,Web
U0052,2023-10-20,3.0,Series,Web
U0052,2023-09-17,2.0,Series,Mobile
U0052,2023-09-25,4.6,Movies,Mobile
U0052,2023-09-16,0.6,Series,Mobile
U0053,2023-05-24,0.7,Series,TV
U0053,2023-03-23,3.2,Series,Web
U0053,2023-05-18,2.0,Movies,Web
U0053,2023-05-16,3.1,Series,Web
U0053,2023-04-28,3.9,Series,Web
U0053,2023-02-22,3.8,Series,Web
U0053,2023-03-01,1.3,Series,Web
U0053,2023-05-22,2.3,Series,Web
U0053,2023-04-05,3.1,Series,TV
U0053,2023-05-08,1.1,Movies,Mobile
U0054,2023-09-06,0.7,Series,TV
U0054,2023-07-04,1.4,Movies,Web
U0054,2023-09-21,2.0,Series,TV
U0054,2023-08-08,1.8,Series,Mobile
U0054,2023-08-26,1.7,Series,Web
U0054,2023-08-25,2.5,Series,Web
U0054,2023-07-15,3.3,Movies,TV
U0054,2023-08-27,3.7,Movies,Mobile
U0054,2023-08-28,3.5,Movies,Web
U0054,2023-06-03,3.6,Series,TV
U0055,2023-05-24,3.6,Movies,Mobile
U0055,2023-07-02,3.5,Series,TV
U0055,2023-08-22,3.3,Series,Web
U0055,2023-07-23,3.3,Series,TV
U0055,2023-06-18,2.0,Movies,Mobile
U0055,2023-07-03,3.2,Series,TV
U0055,2023-06-24,3.3,Movies,TV
U0055,2023-07-02,0.8,Series,TV
U0055,2023-07-18,4.3,Series,TV
U0055,2023-07-12,3.5,Movies,Web
U0056,2023-06-17,4.8,Series,Mobile
U0056,2023-05-29,3.4,Movies,TV
U0056,2023-05-26,2.4,Series,TV
U0056,2023-07-01,0.7,Movies,Web
U0056,2023-06-08,1.4,Series,Web
U0056,2023-03-09,3.7,Movies,Mobile
U0056,2023-05-20,1.5,Series,Mobile
U0056,2023-05-09,2.7,Movies,Web
U0056,2023-04-01,2.7,Movies,Web
U0056,2023-03-30,1.1,Series,Mobile
U0057,2023-07-28,4.9,Series,TV
U0057,2023-10-01,4.6,Series,Web
U0057,2023-07-09,3.9,Movies,Mobile
U0057,2023-10-16,1.5,Movies,TV
U0057,2023-07-09,3.1,Series,Web
U0057,2023-09-29,3.2,Movies,TV
U0057,2023-09-10,2.7,Movies,Web
U0057,2023-08-30,2.5,Movies,Mobile
U0057,2023-09-30,1.2,Movies,TV
U0057,2023-09-06,1.8,Series,Mobile
U0058,2023-06-27,4.6,Series,Mobile
U0058,2023-05-05,3.0,Series,Web
U0058,2023-05-14,2.6,Series,TV
U0058,2023-05-31,1.7,Series,Web
U0058,2023-04-11,1.4,Series,TV
U0058,2023-05-03,3.5,Series,TV
U0058,2023-06-29,3.3,Series,Web
U0058,2023-04-17,4.9,Movies,TV
U0058,2023-07-08,3.6,Movies,Mobile
U0058,2023-04-17,3.5,Movies,Mobile
U0059,2023-04-24,2.6,Movies,Mobile
U0059,2023-05-28,1.9,Movies,Mobile
U0059,2023-06-16,2.0,Series,Web
U0059,2023-06-17,1.0,Movies,Web
U0059,2023-06-20,2.8,Series,Mobile
U0059,2023-07-01,1.1,Series,Web
U0059,2023-05-15,2.5,Series,Web
U0059,2023-08-10,1.4,Movies,Web
U0059,2023-06-15,3.0,Series,Mobile
U0059,2023-06-30,4.7,Series,TV
U0060,2023-05-12,1.5,Series,Web
U0060,2023-07-29,3.6,Movies,TV
U0060,2023-08-01,0.6,Movies,Web
U0060,2023-05-19,0.7,Series,TV
U0060,2023-07-14,2.4,Movies,Mobile
U0060,2023-06-19,3.1,Series,TV
U0060,2023-07-02,2.4,Series,Web
U0060,2023-06-08,1.2,Movies,Web
U0060,2023-08-14,0.5,Series,Web
U0060,2023-05-04,4.9,Movies,Mobile
U0061,2023-12-13,1.5,Series,Mobile
U0061,2023-11-02,1.6,Movies,Web
U0061,2023-11-28,1.7,Series,TV
U0061,2023-10-16,4.0,Movies,Mobile
U0061,2023-12-15,4.2,Series,TV
U0061,2023-09-09,3.3,Series,Mobile
U0061,2023-09-12,1.5,Movies,TV
U0061,2023-09-17,1.9,Movies,Web
U0061,2023-11-25,0.9,Series,TV
U0061,2023-10-07,4.7,Movies,Web
U0062,2023-10-10,4.8,Series,Mobile
U0062,2023-11-04,3.8,Series,TV
U0062,2023-08-23,2.6,Series,Mobile
U0062,2023-08-08,1.7,Series,Web
U0062,2023-09-16,0.5,Series,TV
U0062,2023-11-12,3.7,Movies,Web
U0062,2023-08-05,1.9,Movies,TV
U0062,2023-09-01,0.6,Series,Web
U0062,2023-10-22,1.8,Series,TV
U0062,2023-11-12,1.2,Series,Mobile
U0063,2023-07-09,4.5,Movies,Mobile
U0063,2023-08-09,3.4,Series,Mobile
U0063,2023-09-18,4.4,Series,Web
U0063,2023-09-09,1.0,Movies,TV
U0063,2023-07-10,3.1,Movies,Mobile
U0063,2023-07-23,1.7,Movies,TV
U0063,2023-07-23,0.5,Series,Web
U0063,2023-07-22,1.5,Movies,TV
U0063,2023-08-02,2.4,Series,Web
